0 27 19.535 3.23555
1 29 20.605 3.35097
2 30 21.3 3.38526
3 33 22.16 3.27023
4 33 22.76 3.22528
5 32 23.7 3.1193
6 34 24.01 3.27107
7 33 24.77 2.94399
8 33 24.955 3.01711
9 35 25.825 2.89903
10 35 26.175 2.92137
11 35 26.685 3.02089
12 36 27.16 2.71374
13 35 27.395 2.80695
14 35 27.69 3.04038
15 35 28.31 2.79175
16 36 28.795 2.77182
17 37 29.37 2.50462
18 37 29.93 2.54855
19 37 30.275 2.53167
20 36 30.54 2.42248
21 38 30.965 2.59109
22 37 31.34 2.50288
23 38 31.515 2.41449
24 39 31.95 2.44285
25 37 32.18 2.13719
26 37 32.5 2.27376
27 38 32.635 2.29604
28 38 32.985 2.1482
29 38 33.12 2.19672
30 38 33.34 2.19873
31 39 33.46 2.15137
32 38 33.385 2.10636
33 38 33.63 2.05988
34 38 33.78 1.92914
35 39 34.015 2.05542
36 39 34.205 2.04768
37 39 34.545 2.02928
38 40 34.93 1.99878
39 40 35.15 2.12544
40 39 35.04 1.9719
41 39 35.225 1.81779
42 40 35.24 1.91112
43 39 35.295 2.03911
44 39 35.37 1.87699
45 40 35.435 1.66005
46 40 35.54 1.7229
47 39 35.75 1.67854
48 39 35.695 1.80609
49 40 35.855 1.94781
50 40 36.075 1.77183
51 40 36.01 1.8708
52 40 36.02 1.67917
53 40 36.32 1.67559
54 40 36.265 1.7102
55 40 36.07 1.72775
56 40 36.23 1.80197
57 40 36.1 1.80555
58 40 36.155 1.90813
59 40 36.03 1.97714
60 40 36.18 1.88616
61 39 36.195 1.77115
62 40 36.07 1.87486
63 40 36.235 1.69109
64 40 36.525 1.76334
65 40 36.485 1.73487
66 40 36.375 1.83695
67 40 36.445 1.85121
68 40 36.27 1.82403
69 40 36.36 1.7494
70 40 36.39 1.80219
71 40 36.64 1.61876
72 40 36.915 1.55813
73 40 36.82 1.60549
74 40 36.71 1.72798
75 40 36.36 1.76363
76 40 36.305 1.72684
77 40 36.56 1.68713
78 40 36.635 1.74407
79 40 36.66 1.79566
80 40 37.005 1.68967
81 40 37.095 1.52183
82 40 37.08 1.64426
83 40 36.935 1.64036
