0 28 19.98 3.11442
1 30 20.86 2.89604
2 29 21.5333 2.99926
3 31 22.4233 3.45892
4 36 24.8333 3.61463
5 36 27.1033 3.86255
6 38 28.6333 3.82608
7 37 30.25 3.26815
8 37 31.51 2.70491
9 37 32.6333 2.31061
10 37 33.2967 2.18525
11 39 33.62 2.13282
12 39 34.0567 2.00669
13 39 33.8533 2.11466
14 39 34.0067 2.1556
15 39 34.09 2.21553
16 39 34.15 2.07063
17 39 34.2833 2.11417
18 39 34.5267 2.02714
19 39 34.5033 1.90875
20 39 34.7233 1.97487
21 39 35.0367 2.01874
22 39 34.98 1.77753
23 40 34.91 1.89259
24 39 34.9467 1.86828
25 39 34.82 1.82234
26 39 34.78 1.74115
27 39 34.66 1.68851
28 39 34.7333 1.72884
29 39 34.9833 1.81926
30 39 35.13 1.88497
31 40 35.0767 1.92114
32 40 35.3233 1.7317
33 39 35.3567 1.65412
34 39 35.2533 1.64392
35 40 35.3533 1.74981
36 39 35.6267 1.65145
37 39 35.4967 1.6052
38 39 35.5267 1.64599
39 39 35.64 1.67841
40 39 35.68 1.67658
41 39 35.8767 1.56678
42 39 35.9533 1.54418
43 40 36.0133 1.52528
44 40 36.1067 1.45898
45 39 36.0767 1.5591
46 40 36.3167 1.473
47 39 36.2333 1.50074
48 40 36.26 1.48965
49 40 36.3633 1.55069
50 40 36.4033 1.49465
51 40 36.4733 1.37694
52 39 36.18 1.34695
53 40 36.12 1.40911
54 39 36.26 1.46255
55 40 36.3033 1.55284
56 40 36.3633 1.55499
57 40 36.39 1.56351
58 40 36.5967 1.44245
59 40 36.6067 1.26963
60 40 36.7067 1.29896
61 40 36.8467 1.39158
62 40 36.8867 1.33934
63 39 36.9233 1.43902
64 40 37.1767 1.41379
65 40 37.1533 1.28445
66 40 37.2833 1.2422
67 40 37.2067 1.14191
68 39 37.0367 1.23369
69 40 37.1133 1.27036
70 40 37.22 1.10677
71 40 37.3267 1.13135
72 40 37.1333 1.26842
73 40 37.3033 1.38732
74 40 37.5 1.31022
75 40 37.51 1.24495
76 40 37.45 1.19478
77 40 37.4067 1.11114
78 40 37.38 1.19538
79 40 37.4533 1.13482
80 40 37.49 1.1561
81 40 37.5767 1.24798
82 40 37.6667 1.21747
83 40 37.7567 1.10338
84 40 37.78 1.21584
85 40 37.8333 1.25654
86 40 37.8333 1.22972
87 40 37.83 1.30426
88 40 37.8367 1.2583
89 40 37.8767 1.357
90 40 37.8533 1.3007
91 40 37.8867 1.17494
92 40 37.8833 1.37709
93 40 37.8833 1.40584
94 40 37.7033 1.33491
95 40 37.8067 1.15584
96 40 37.7733 1.35473
97 40 37.8133 1.30326
98 40 37.5633 1.41868
99 40 37.59 1.32988
100 40 37.5333 1.42906
101 40 37.8567 1.20116
102 40 37.9333 1.14988
103 40 37.8867 1.08035
104 40 37.6867 1.07788
105 40 37.7367 1.23585
106 40 37.8067 1.14715
107 40 37.96 1.05754
108 40 37.9833 1.06914
109 40 38.03 1.17293
110 40 38.07 1.08862
111 40 37.9767 1.06589
112 40 38.0067 1.11353
113 40 37.91 1.10841
114 40 37.9733 1.08288
115 40 38.01 1.04398
116 40 37.9567 1.05584
117 40 38.1867 1.06074
118 40 38.2533 1.10867
119 40 38.2233 1.17479
120 40 38.2667 1.13822
121 40 38.22 1.05748
122 40 38.01 1.11201
123 40 38.0367 1.06238
124 40 38.0433 1.14373
125 40 38.0667 1.13529
126 40 38.1667 1.10101
127 40 38.11 1.16815
128 40 38.1567 1.16853
129 40 38.2067 1.20718
130 40 38.13 1.319
131 40 38.1267 1.37742
132 40 38.2333 1.36341
133 40 38.31 1.15783
134 40 38.2333 1.24052
135 40 38.2233 1.22207
136 40 38.41 1.09021
137 40 38.2067 1.10933
138 40 38.2067 1.06644
139 40 38.2133 1.11407
140 40 38.3 1.02469
141 40 38.0167 1.14734
142 40 37.9533 1.16811
143 40 38.07 1.08862
144 40 38.05 1.15794
145 40 38.0867 1.23794
146 40 38.2133 1.18932
147 40 38.3267 1.17755
148 40 38.3667 1.13382
149 40 38.29 1.20246
150 40 38.46 1.22
151 40 38.5633 1.04848
152 40 38.4467 1.13159
153 40 38.4967 1.07237
154 40 38.4233 1.11241
155 40 38.4767 1.00139
156 40 38.3967 1.10423
157 40 38.3367 1.11205
158 40 38.42 1.18754
159 40 38.1833 1.23951
160 40 38.0967 1.08043
161 40 38.05 1.13468
162 40 37.96 1.20764
163 40 38.0233 1.28949
164 40 37.9433 1.24905
165 40 37.9 1.23423
166 40 38.04 1.20764
167 40 37.9933 1.17471
168 40 37.8933 1.12929
169 40 37.9633 1.18124
170 40 38.0633 1.05798
171 40 38.0367 1.11145
172 40 38.03 1.16723
173 40 38.11 1.16529
174 40 38.0433 1.21989
175 40 38.0867 1.02265
176 40 38.22 1.0824
177 40 38.0767 1.11839
178 40 37.84 1.30169
179 40 37.9267 1.21708
180 40 37.8433 1.53366
181 40 37.8167 1.45478
182 40 38.0733 1.31198
183 40 38.4367 1.07981
184 40 38.58 1.05685
185 40 38.56 1.10139
186 40 38.5133 1.22875
187 40 38.5433 1.22534
188 40 38.77 1.03462
189 40 38.6967 0.947623
190 40 38.6933 0.979434
191 40 38.6367 1.01225
192 40 38.79 0.934112
193 40 38.6233 1.05584
194 40 38.6 1.22202
195 40 38.71 1.03886
196 40 38.85 1.02673
197 40 38.7767 1.04249
198 40 38.84 0.931521
199 40 38.9267 0.898863
200 40 38.76 0.939362
201 40 38.6767 0.979177
202 40 38.5533 1.10476
203 40 38.6033 1.03569
204 40 38.6933 0.979434
205 40 38.7233 0.990011
206 40 38.7233 1.02638
207 40 38.6967 0.975358
208 40 38.5833 0.984745
209 40 38.62 1.04032
210 40 38.6433 1.05014
211 40 38.4767 1.15879
212 40 38.4633 1.10242
213 40 38.3533 1.1896
214 40 38.3833 1.12386
215 40 38.4 1.25963
216 40 38.3033 1.26675
217 40 38.3933 1.1656
218 40 38.1967 1.19359
219 40 38.1167 1.12089
220 40 38.2467 1.01283
221 40 38.17 1.00055
222 40 38.2533 1.05948
223 40 38.2133 1.08374
224 40 38.2533 1.09962
225 40 38.29 1.06109
226 40 38.11 1.06672
227 40 38.07 1.19378
228 40 38.1433 1.15591
229 40 38.1933 1.24202
230 40 38.1133 1.22222
231 40 37.9967 1.37961
232 40 38.07 1.24034
233 40 38.1467 1.22413
234 40 37.9767 1.31001
235 40 37.9467 1.20159
236 40 37.92 1.1577
237 40 37.6967 1.24284
238 40 37.7433 1.18214
239 40 37.6267 1.25191
240 40 37.5533 1.34678
241 40 37.5067 1.47534
242 40 37.4867 1.5088
243 40 37.5 1.59687
244 40 37.6667 1.53478
245 40 37.7067 1.27042
246 40 37.6467 1.1896
247 40 37.8733 1.27956
248 40 38.06 1.42469
249 40 37.9567 1.29414
250 40 37.9967 1.21243
251 40 38.0333 1.23243
252 40 38.06 1.21781
253 40 37.9367 1.34139
254 40 37.9267 1.34955
255 40 37.9833 1.23412
256 40 37.98 1.19147
257 40 38.09 1.167
258 40 38.1133 1.27821
259 40 38.1867 1.29299
260 40 38.2633 1.25989
261 40 38.4733 1.15872
262 40 38.5633 1.07672
263 40 38.63 1.00984
264 40 38.48 1.07219
265 40 38.37 1.11942
266 40 38.2867 1.13335
267 40 38.3667 1.13969
268 40 38.3267 1.10149
269 40 38.42 1.13001
270 40 38.3933 1.07018
271 40 38.2367 1.17785
272 40 38.28 1.14088
273 40 38.1833 1.22054
274 40 38.2867 1.10657
275 40 38.4 1.17757
276 40 38.4367 1.13988
277 40 38.3467 1.20547
278 40 38.4133 1.23119
279 40 38.37 1.3063
280 40 38.43 1.21865
281 40 38.4567 1.21441
282 40 38.67 1.05882
283 40 38.42 1.16773
284 40 38.23 1.24248
285 40 38.2867 1.22113
286 40 38.4867 1.14156
287 40 38.5167 1.13272
288 40 38.6133 1.13893
289 40 38.68 1.11248
290 40 38.8533 0.975615
291 40 38.8967 1.00299
292 40 38.9133 0.94118
293 40 38.79 1.01287
294 40 38.7433 0.957839
295 40 38.7567 0.943815
296 40 38.7767 1.1166
297 40 38.6933 1.12218
298 40 38.5667 1.2106
299 40 38.6433 1.1148
