0 23 19.2857 2.43277
1 28 23 3.39117
2 31 24.75 4.35172
3 31 24.625 4.21122
4 34 26.875 5.71046
5 34 26.5 5.43139
6 34 28.5 5.95819
7 34 28.75 5.65133
8 36 31 3.42783
9 36 29.125 4.78115
10 36 29.75 6.47592
11 36 31 5.61249
12 36 31.5 5.56776
13 36 31.125 5.86169
14 36 31.25 5.6734
15 37 31.875 5.37209
16 37 30.375 5.19465
17 37 31.25 5.7173
18 37 32 5.76628
19 37 31.25 6.92369
20 37 30.75 7.06665
21 37 30.875 7.42357
22 37 30.5 7.05337
23 37 30.75 7.34422
24 37 29.5 6.30476
25 37 29.625 6.38235
26 37 31 6.76387
27 36 29.125 6.69771
28 36 30.875 6.19349
29 36 31 5.78792
30 36 29 5.80947
31 36 30.5 6.1441
32 37 29.875 7.52392
33 37 30.25 5.76086
34 37 31.625 6.08148
35 37 32 5.97913
36 37 31.5 5.85235
37 37 31.375 6.53715
38 37 31.375 6.57528
39 37 30.5 6.06218
40 37 31.625 6.18339
41 37 31.875 6.62264
42 38 31.75 6.86932
43 38 30.125 5.71046
44 38 31.5 6.65207
45 38 30.875 7.68826
46 38 31.875 6.43113
47 38 31.875 6.43113
48 38 31.625 6.99888
49 38 31 8.544
50 39 31.5 8.4113
51 39 29.625 7.74496
52 39 30.75 8.8706
53 39 31.5 8.94427
54 39 31.25 9.28372
55 39 31.25 9.24324
56 39 31.625 9.28625
57 39 31.375 9.36666
58 39 31.5 9.19239
59 40 31.5 9.23309
60 40 29.875 8.50643
61 40 31.5 9.28709
62 40 30.625 10.3675
63 40 31 9.86154
64 40 30.125 8.63767
65 40 31.5 10
66 40 32.125 9.5189
67 40 32.125 9.19834
68 40 30.875 8.68098
69 40 32.25 9.49671
70 40 31.75 9.4174
71 40 32 9.60469
72 40 30.25 8.98262
73 40 32.125 9.67519
74 40 32.5 8.94427
75 40 32.125 9.39997
76 40 32.375 9.39332
77 40 32.25 9.24324
78 40 32.375 9.12329
79 40 32.5 9.20598
80 40 32.875 8.96434
81 40 32.625 9.53857
82 40 32.625 9.53857
83 40 32.5 9.69536
84 40 32.5 9.43398
85 40 32.625 9.27278
86 40 32.75 8.95475
87 40 32.375 9.09584
88 40 32.125 9.18474
89 40 31.875 7.83322
90 40 31.875 9.22547
91 39 31.5 8.18535
92 40 32.625 8.52845
93 39 30.625 8.04577
94 40 32 9.12414
95 40 30.625 8.3955
96 40 31.875 9.23901
97 40 32.125 9.67519
98 40 32.25 10.0094
